Edad simple;Comunidades y ciudades autónomas;Sexo;Periodo;Total
Todas las edades;09 Cataluña;Total;1 de julio de 2023;7.958.401
Todas las edades;09 Cataluña;Total;1 de abril de 2023;7.929.527
Todas las edades;09 Cataluña;Total;1 de enero de 2023;7.901.963
Todas las edades;09 Cataluña;Total;1 de octubre de 2022;7.868.200
Todas las edades;09 Cataluña;Total;1 de julio de 2022;7.829.317
Todas las edades;09 Cataluña;Total;1 de abril de 2022;7.792.135
Todas las edades;09 Cataluña;Total;1 de enero de 2022;7.761.823
Todas las edades;09 Cataluña;Total;1 de octubre de 2021;7.752.810
Todas las edades;09 Cataluña;Total;1 de julio de 2021;7.734.485
Todas las edades;09 Cataluña;Total;1 de abril de 2021;7.742.504
Todas las edades;09 Cataluña;Total;1 de enero de 2021;7.749.896
Todas las edades;09 Cataluña;Total;1 de octubre de 2020;""
Todas las edades;09 Cataluña;Total;1 de julio de 2020;7.729.911
Todas las edades;09 Cataluña;Total;1 de abril de 2020;""
Todas las edades;09 Cataluña;Total;1 de enero de 2020;7.720.323
Todas las edades;09 Cataluña;Total;1 de octubre de 2019;""
Todas las edades;09 Cataluña;Total;1 de julio de 2019;7.672.980
Todas las edades;09 Cataluña;Total;1 de abril de 2019;""
Todas las edades;09 Cataluña;Total;1 de enero de 2019;7.624.625
Todas las edades;09 Cataluña;Total;1 de octubre de 2018;""
Todas las edades;09 Cataluña;Total;1 de julio de 2018;7.571.004
Todas las edades;09 Cataluña;Total;1 de abril de 2018;""
Todas las edades;09 Cataluña;Total;1 de enero de 2018;7.539.364
Todas las edades;09 Cataluña;Total;1 de octubre de 2017;""
Todas las edades;09 Cataluña;Total;1 de julio de 2017;7.495.561
Todas las edades;09 Cataluña;Total;1 de abril de 2017;""
Todas las edades;09 Cataluña;Total;1 de enero de 2017;7.480.778
Todas las edades;09 Cataluña;Total;1 de octubre de 2016;""
Todas las edades;09 Cataluña;Total;1 de julio de 2016;7.452.824
Todas las edades;09 Cataluña;Total;1 de abril de 2016;""
Todas las edades;09 Cataluña;Total;1 de enero de 2016;7.440.692
Todas las edades;09 Cataluña;Total;1 de octubre de 2015;""
Todas las edades;09 Cataluña;Total;1 de julio de 2015;7.424.018
Todas las edades;09 Cataluña;Total;1 de abril de 2015;""
Todas las edades;09 Cataluña;Total;1 de enero de 2015;7.420.890
Todas las edades;09 Cataluña;Total;1 de octubre de 2014;""
Todas las edades;09 Cataluña;Total;1 de julio de 2014;7.419.602
Todas las edades;09 Cataluña;Total;1 de abril de 2014;""
Todas las edades;09 Cataluña;Total;1 de enero de 2014;7.432.833
Todas las edades;10 Comunitat Valenciana;Total;1 de enero de 2025;5.425.182
Todas las edades;10 Comunitat Valenciana;Total;1 de octubre de 2024;5.398.671
Todas las edades;10 Comunitat Valenciana;Total;1 de julio de 2024;5.366.621
Todas las edades;10 Comunitat Valenciana;Total;1 de abril de 2024;5.343.025
Todas las edades;10 Comunitat Valenciana;Total;1 de enero de 2024;5.319.285
Todas las edades;10 Comunitat Valenciana;Total;1 de octubre de 2023;5.293.007
Todas las edades;10 Comunitat Valenciana;Total;1 de julio de 2023;5.261.489
Todas las edades;10 Comunitat Valenciana;Total;1 de abril de 2023;5.238.354
Todas las edades;10 Comunitat Valenciana;Total;1 de enero de 2023;5.216.195
Todas las edades;10 Comunitat Valenciana;Total;1 de octubre de 2022;5.186.582
Todas las edades;10 Comunitat Valenciana;Total;1 de julio de 2022;5.158.046
Todas las edades;10 Comunitat Valenciana;Total;1 de abril de 2022;5.128.178
Todas las edades;10 Comunitat Valenciana;Total;1 de enero de 2022;5.108.116
Todas las edades;10 Comunitat Valenciana;Total;1 de octubre de 2021;5.091.166
Todas las edades;10 Comunitat Valenciana;Total;1 de julio de 2021;5.072.694
Todas las edades;10 Comunitat Valenciana;Total;1 de abril de 2021;5.065.939
Todas las edades;10 Comunitat Valenciana;Total;1 de enero de 2021;5.067.911
Todas las edades;10 Comunitat Valenciana;Total;1 de octubre de 2020;""
Todas las edades;10 Comunitat Valenciana;Total;1 de julio de 2020;5.055.729
Todas las edades;10 Comunitat Valenciana;Total;1 de abril de 2020;""
Todas las edades;10 Comunitat Valenciana;Total;1 de enero de 2020;5.046.482
Todas las edades;10 Comunitat Valenciana;Total;1 de octubre de 2019;""
Todas las edades;10 Comunitat Valenciana;Total;1 de julio de 2019;5.015.051
Todas las edades;10 Comunitat Valenciana;Total;1 de abril de 2019;""
Todas las edades;10 Comunitat Valenciana;Total;1 de enero de 2019;4.989.308
Todas las edades;10 Comunitat Valenciana;Total;1 de octubre de 2018;""
Todas las edades;10 Comunitat Valenciana;Total;1 de julio de 2018;4.961.966
Todas las edades;10 Comunitat Valenciana;Total;1 de abril de 2018;""
Todas las edades;10 Comunitat Valenciana;Total;1 de enero de 2018;4.958.584
Todas las edades;10 Comunitat Valenciana;Total;1 de octubre de 2017;""
Todas las edades;10 Comunitat Valenciana;Total;1 de julio de 2017;4.940.320
Todas las edades;10 Comunitat Valenciana;Total;1 de abril de 2017;""
Todas las edades;10 Comunitat Valenciana;Total;1 de enero de 2017;4.943.821
Todas las edades;10 Comunitat Valenciana;Total;1 de octubre de 2016;""
Todas las edades;10 Comunitat Valenciana;Total;1 de julio de 2016;4.936.272
Todas las edades;10 Comunitat Valenciana;Total;1 de abril de 2016;""
Todas las edades;10 Comunitat Valenciana;Total;1 de enero de 2016;4.939.888
Todas las edades;10 Comunitat Valenciana;Total;1 de octubre de 2015;""
Todas las edades;10 Comunitat Valenciana;Total;1 de julio de 2015;4.937.223
Todas las edades;10 Comunitat Valenciana;Total;1 de abril de 2015;""
Todas las edades;10 Comunitat Valenciana;Total;1 de enero de 2015;4.945.092
Todas las edades;10 Comunitat Valenciana;Total;1 de octubre de 2014;""
Todas las edades;10 Comunitat Valenciana;Total;1 de julio de 2014;4.951.680
Todas las edades;10 Comunitat Valenciana;Total;1 de abril de 2014;""
Todas las edades;10 Comunitat Valenciana;Total;1 de enero de 2014;4.960.213
Todas las edades;11 Extremadura;Total;1 de enero de 2025;1.053.345
Todas las edades;11 Extremadura;Total;1 de octubre de 2024;1.053.204
Todas las edades;11 Extremadura;Total;1 de julio de 2024;1.053.034
Todas las edades;11 Extremadura;Total;1 de abril de 2024;1.053.420
Todas las edades;11 Extremadura;Total;1 de enero de 2024;1.054.681
Todas las edades;11 Extremadura;Total;1 de octubre de 2023;1.054.549
Todas las edades;11 Extremadura;Total;1 de julio de 2023;1.053.870
Todas las edades;11 Extremadura;Total;1 de abril de 2023;1.053.582
Todas las edades;11 Extremadura;Total;1 de enero de 2023;1.054.306
Todas las edades;11 Extremadura;Total;1 de octubre de 2022;1.054.682
Todas las edades;11 Extremadura;Total;1 de julio de 2022;1.055.080
Todas las edades;11 Extremadura;Total;1 de abril de 2022;1.055.254
Todas las edades;11 Extremadura;Total;1 de enero de 2022;1.056.808
Todas las edades;11 Extremadura;Total;1 de octubre de 2021;1.057.697
Todas las edades;11 Extremadura;Total;1 de julio de 2021;1.058.385
Todas las edades;11 Extremadura;Total;1 de abril de 2021;1.059.261
Todas las edades;11 Extremadura;Total;1 de enero de 2021;1.061.636
Todas las edades;11 Extremadura;Total;1 de octubre de 2020;""
Todas las edades;11 Extremadura;Total;1 de julio de 2020;1.062.460
Todas las edades;11 Extremadura;Total;1 de abril de 2020;""
Todas las edades;11 Extremadura;Total;1 de enero de 2020;1.064.970
Todas las edades;11 Extremadura;Total;1 de octubre de 2019;""
Todas las edades;11 Extremadura;Total;1 de julio de 2019;1.065.607
Todas las edades;11 Extremadura;Total;1 de abril de 2019;""
Todas las edades;11 Extremadura;Total;1 de enero de 2019;1.067.925
Todas las edades;11 Extremadura;Total;1 de octubre de 2018;""
Todas las edades;11 Extremadura;Total;1 de julio de 2018;1.069.435
Todas las edades;11 Extremadura;Total;1 de abril de 2018;""
Todas las edades;11 Extremadura;Total;1 de enero de 2018;1.072.721
Todas las edades;11 Extremadura;Total;1 de octubre de 2017;""
Todas las edades;11 Extremadura;Total;1 de julio de 2017;1.075.091
Todas las edades;11 Extremadura;Total;1 de abril de 2017;""
Todas las edades;11 Extremadura;Total;1 de enero de 2017;1.079.108
Todas las edades;11 Extremadura;Total;1 de octubre de 2016;""
Todas las edades;11 Extremadura;Total;1 de julio de 2016;1.082.479
Todas las edades;11 Extremadura;Total;1 de abril de 2016;""
Todas las edades;11 Extremadura;Total;1 de enero de 2016;1.086.153
Todas las edades;11 Extremadura;Total;1 de octubre de 2015;""
Todas las edades;11 Extremadura;Total;1 de julio de 2015;1.088.396
Todas las edades;11 Extremadura;Total;1 de abril de 2015;""
Todas las edades;11 Extremadura;Total;1 de enero de 2015;1.092.217
Todas las edades;11 Extremadura;Total;1 de octubre de 2014;""
Todas las edades;11 Extremadura;Total;1 de julio de 2014;1.094.170
Todas las edades;11 Extremadura;Total;1 de abril de 2014;""
Todas las edades;11 Extremadura;Total;1 de enero de 2014;1.096.708
Todas las edades;12 Galicia;Total;1 de enero de 2025;2.714.741
Todas las edades;12 Galicia;Total;1 de octubre de 2024;2.711.503
Todas las edades;12 Galicia;Total;1 de julio de 2024;2.705.832
Todas las edades;12 Galicia;Total;1 de abril de 2024;2.705.549
Todas las edades;12 Galicia;Total;1 de enero de 2024;2.705.833
Todas las edades;12 Galicia;Total;1 de octubre de 2023;2.703.586
Todas las edades;12 Galicia;Total;1 de julio de 2023;2.699.216
Todas las edades;12 Galicia;Total;1 de abril de 2023;2.698.437
Todas las edades;12 Galicia;Total;1 de enero de 2023;2.699.424
Todas las edades;12 Galicia;Total;1 de octubre de 2022;2.697.287
Todas las edades;12 Galicia;Total;1 de julio de 2022;2.694.762
Todas las edades;12 Galicia;Total;1 de abril de 2022;2.692.515
Todas las edades;12 Galicia;Total;1 de enero de 2022;2.692.825
Todas las edades;12 Galicia;Total;1 de octubre de 2021;2.692.220
Todas las edades;12 Galicia;Total;1 de julio de 2021;2.690.972
Todas las edades;12 Galicia;Total;1 de abril de 2021;2.694.297
Todas las edades;12 Galicia;Total;1 de enero de 2021;2.698.177
Todas las edades;12 Galicia;Total;1 de octubre de 2020;""
Todas las edades;12 Galicia;Total;1 de julio de 2020;2.698.830
Todas las edades;12 Galicia;Total;1 de abril de 2020;""
Todas las edades;12 Galicia;Total;1 de enero de 2020;2.702.605
Todas las edades;12 Galicia;Total;1 de octubre de 2019;""
Todas las edades;12 Galicia;Total;1 de julio de 2019;2.698.685
Todas las edades;12 Galicia;Total;1 de abril de 2019;""
Todas las edades;12 Galicia;Total;1 de enero de 2019;2.700.210
Todas las edades;12 Galicia;Total;1 de octubre de 2018;""
Todas las edades;12 Galicia;Total;1 de julio de 2018;2.698.954
Todas las edades;12 Galicia;Total;1 de abril de 2018;""
Todas las edades;12 Galicia;Total;1 de enero de 2018;2.703.048
Todas las edades;12 Galicia;Total;1 de octubre de 2017;""
Todas las edades;12 Galicia;Total;1 de julio de 2017;2.702.734
Todas las edades;12 Galicia;Total;1 de abril de 2017;""
Todas las edades;12 Galicia;Total;1 de enero de 2017;2.708.955
Todas las edades;12 Galicia;Total;1 de octubre de 2016;""
Todas las edades;12 Galicia;Total;1 de julio de 2016;2.712.055
Todas las edades;12 Galicia;Total;1 de abril de 2016;""
Todas las edades;12 Galicia;Total;1 de enero de 2016;2.719.095
Todas las edades;12 Galicia;Total;1 de octubre de 2015;""
Todas las edades;12 Galicia;Total;1 de julio de 2015;2.723.357
Todas las edades;12 Galicia;Total;1 de abril de 2015;""
Todas las edades;12 Galicia;Total;1 de enero de 2015;2.732.801
Todas las edades;12 Galicia;Total;1 de octubre de 2014;""
Todas las edades;12 Galicia;Total;1 de julio de 2014;2.737.551
Todas las edades;12 Galicia;Total;1 de abril de 2014;""
Todas las edades;12 Galicia;Total;1 de enero de 2014;2.745.817
Todas las edades;13 Madrid, Comunidad de;Total;1 de enero de 2025;7.113.886
Todas las edades;13 Madrid, Comunidad de;Total;1 de octubre de 2024;7.085.755
Todas las edades;13 Madrid, Comunidad de;Total;1 de julio de 2024;7.047.812
Todas las edades;13 Madrid, Comunidad de;Total;1 de abril de 2024;7.026.574
Todas las edades;13 Madrid, Comunidad de;Total;1 de enero de 2024;7.009.268
Todas las edades;13 Madrid, Comunidad de;Total;1 de octubre de 2023;6.965.673
Todas las edades;13 Madrid, Comunidad de;Total;1 de julio de 2023;6.933.145
Todas las edades;13 Madrid, Comunidad de;Total;1 de abril de 2023;6.911.020
Todas las edades;13 Madrid, Comunidad de;Total;1 de enero de 2023;6.871.903
Todas las edades;13 Madrid, Comunidad de;Total;1 de octubre de 2022;6.851.312
Todas las edades;13 Madrid, Comunidad de;Total;1 de julio de 2022;6.824.710
Todas las edades;13 Madrid, Comunidad de;Total;1 de abril de 2022;6.784.314
Todas las edades;13 Madrid, Comunidad de;Total;1 de enero de 2022;6.743.254
Todas las edades;13 Madrid, Comunidad de;Total;1 de octubre de 2021;6.732.454
Todas las edades;13 Madrid, Comunidad de;Total;1 de julio de 2021;6.717.668
Todas las edades;13 Madrid, Comunidad de;Total;1 de abril de 2021;6.716.310
Todas las edades;13 Madrid, Comunidad de;Total;1 de enero de 2021;6.726.640
Todas las edades;13 Madrid, Comunidad de;Total;1 de octubre de 2020;""
Todas las edades;13 Madrid, Comunidad de;Total;1 de julio de 2020;6.728.831
Todas las edades;13 Madrid, Comunidad de;Total;1 de abril de 2020;""
Todas las edades;13 Madrid, Comunidad de;Total;1 de enero de 2020;6.720.310
Todas las edades;13 Madrid, Comunidad de;Total;1 de octubre de 2019;""
Todas las edades;13 Madrid, Comunidad de;Total;1 de julio de 2019;6.661.366
Todas las edades;13 Madrid, Comunidad de;Total;1 de abril de 2019;""
Todas las edades;13 Madrid, Comunidad de;Total;1 de enero de 2019;6.618.078
Todas las edades;13 Madrid, Comunidad de;Total;1 de octubre de 2018;""
Todas las edades;13 Madrid, Comunidad de;Total;1 de julio de 2018;6.565.459
Todas las edades;13 Madrid, Comunidad de;Total;1 de abril de 2018;""
Todas las edades;13 Madrid, Comunidad de;Total;1 de enero de 2018;6.529.923
Todas las edades;13 Madrid, Comunidad de;Total;1 de octubre de 2017;""
Todas las edades;13 Madrid, Comunidad de;Total;1 de julio de 2017;6.486.342
Todas las edades;13 Madrid, Comunidad de;Total;1 de abril de 2017;""
Todas las edades;13 Madrid, Comunidad de;Total;1 de enero de 2017;6.459.297
Todas las edades;13 Madrid, Comunidad de;Total;1 de octubre de 2016;""
Todas las edades;13 Madrid, Comunidad de;Total;1 de julio de 2016;6.430.889
Todas las edades;13 Madrid, Comunidad de;Total;1 de abril de 2016;""
Todas las edades;13 Madrid, Comunidad de;Total;1 de enero de 2016;6.411.466
Todas las edades;13 Madrid, Comunidad de;Total;1 de octubre de 2015;""
Todas las edades;13 Madrid, Comunidad de;Total;1 de julio de 2015;6.389.833
Todas las edades;13 Madrid, Comunidad de;Total;1 de abril de 2015;""
Todas las edades;13 Madrid, Comunidad de;Total;1 de enero de 2015;6.375.737
Todas las edades;13 Madrid, Comunidad de;Total;1 de octubre de 2014;""
Todas las edades;13 Madrid, Comunidad de;Total;1 de julio de 2014;6.369.122
Todas las edades;13 Madrid, Comunidad de;Total;1 de abril de 2014;""
Todas las edades;13 Madrid, Comunidad de;Total;1 de enero de 2014;6.372.553
Todas las edades;14 Murcia, Región de;Total;1 de enero de 2025;1.586.989
Todas las edades;14 Murcia, Región de;Total;1 de octubre de 2024;1.582.254
Todas las edades;14 Murcia, Región de;Total;1 de julio de 2024;1.576.891
Todas las edades;14 Murcia, Región de;Total;1 de abril de 2024;1.572.241
Todas las edades;14 Murcia, Región de;Total;1 de enero de 2024;1.568.492
Todas las edades;14 Murcia, Región de;Total;1 de octubre de 2023;1.564.023
Todas las edades;14 Murcia, Región de;Total;1 de julio de 2023;1.558.016
Todas las edades;14 Murcia, Región de;Total;1 de abril de 2023;1.555.233
Todas las edades;14 Murcia, Región de;Total;1 de enero de 2023;1.551.692
Todas las edades;14 Murcia, Región de;Total;1 de octubre de 2022;1.545.698
Todas las edades;14 Murcia, Región de;Total;1 de julio de 2022;1.540.774
Todas las edades;14 Murcia, Región de;Total;1 de abril de 2022;1.535.248
Todas las edades;14 Murcia, Región de;Total;1 de enero de 2022;1.529.658
Todas las edades;14 Murcia, Región de;Total;1 de octubre de 2021;1.525.492
Todas las edades;14 Murcia, Región de;Total;1 de julio de 2021;1.521.411
Todas las edades;14 Murcia, Región de;Total;1 de abril de 2021;1.518.812
Todas las edades;14 Murcia, Región de;Total;1 de enero de 2021;1.518.279
Todas las edades;14 Murcia, Región de;Total;1 de octubre de 2020;""
Todas las edades;14 Murcia, Región de;Total;1 de julio de 2020;1.513.834
Todas las edades;14 Murcia, Región de;Total;1 de abril de 2020;""
Todas las edades;14 Murcia, Región de;Total;1 de enero de 2020;1.509.077
Todas las edades;14 Murcia, Región de;Total;1 de octubre de 2019;""
Todas las edades;14 Murcia, Región de;Total;1 de julio de 2019;1.498.997
Todas las edades;14 Murcia, Región de;Total;1 de abril de 2019;""
Todas las edades;14 Murcia, Región de;Total;1 de enero de 2019;1.491.312
Todas las edades;14 Murcia, Región de;Total;1 de octubre de 2018;""
Todas las edades;14 Murcia, Región de;Total;1 de julio de 2018;1.482.514
Todas las edades;14 Murcia, Región de;Total;1 de abril de 2018;""
Todas las edades;14 Murcia, Región de;Total;1 de enero de 2018;1.478.718
Todas las edades;14 Murcia, Región de;Total;1 de octubre de 2017;""
Todas las edades;14 Murcia, Región de;Total;1 de julio de 2017;1.476.334
Todas las edades;14 Murcia, Región de;Total;1 de abril de 2017;""
Todas las edades;14 Murcia, Región de;Total;1 de enero de 2017;1.475.275
Todas las edades;14 Murcia, Región de;Total;1 de octubre de 2016;""
Todas las edades;14 Murcia, Región de;Total;1 de julio de 2016;1.470.873
Todas las edades;14 Murcia, Región de;Total;1 de abril de 2016;""
Todas las edades;14 Murcia, Región de;Total;1 de enero de 2016;1.468.367
Todas las edades;14 Murcia, Región de;Total;1 de octubre de 2015;""
Todas las edades;14 Murcia, Región de;Total;1 de julio de 2015;1.465.679
Todas las edades;14 Murcia, Región de;Total;1 de abril de 2015;""
Todas las edades;14 Murcia, Región de;Total;1 de enero de 2015;1.465.195
Todas las edades;14 Murcia, Región de;Total;1 de octubre de 2014;""
Todas las edades;14 Murcia, Región de;Total;1 de julio de 2014;1.464.013
Todas las edades;14 Murcia, Región de;Total;1 de abril de 2014;""
Todas las edades;14 Murcia, Región de;Total;1 de enero de 2014;1.462.734
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de enero de 2025;683.854
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de octubre de 2024;682.408
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de julio de 2024;680.476
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de abril de 2024;679.090
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de enero de 2024;678.333
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de octubre de 2023;676.571
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de julio de 2023;674.290
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de abril de 2023;672.873
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de enero de 2023;672.155
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de octubre de 2022;670.606
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de julio de 2022;667.958
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de abril de 2022;666.111
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de enero de 2022;664.514
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de octubre de 2021;662.964
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de julio de 2021;661.286
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de abril de 2021;661.769
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de enero de 2021;662.032
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de octubre de 2020;""
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de julio de 2020;661.008
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de abril de 2020;""
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de enero de 2020;659.907
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de octubre de 2019;""
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de julio de 2019;655.668
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de abril de 2019;""
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de enero de 2019;652.797
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de octubre de 2018;""
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de julio de 2018;648.803
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de abril de 2018;""
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de enero de 2018;646.340
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de octubre de 2017;""
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de julio de 2017;643.105
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de abril de 2017;""
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de enero de 2017;642.075
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de octubre de 2016;""
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de julio de 2016;639.847
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de abril de 2016;""
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de enero de 2016;638.922
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de octubre de 2015;""
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de julio de 2015;637.476
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de abril de 2015;""
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de enero de 2015;637.317
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de octubre de 2014;""
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de julio de 2014;636.803
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de abril de 2014;""
Todas las edades;15 Navarra, Comunidad Foral de;Total;1 de enero de 2014;637.099
Todas las edades;16 País Vasco;Total;1 de enero de 2025;2.242.343
Todas las edades;16 País Vasco;Total;1 de octubre de 2024;2.239.155
Todas las edades;16 País Vasco;Total;1 de julio de 2024;2.234.700
Todas las edades;16 País Vasco;Total;1 de abril de 2024;2.229.994
Todas las edades;16 País Vasco;Total;1 de enero de 2024;2.227.684
Todas las edades;16 País Vasco;Total;1 de octubre de 2023;2.223.774
Todas las edades;16 País Vasco;Total;1 de julio de 2023;2.220.061
Todas las edades;16 País Vasco;Total;1 de abril de 2023;2.218.011
Todas las edades;16 País Vasco;Total;1 de enero de 2023;2.216.302
Todas las edades;16 País Vasco;Total;1 de octubre de 2022;2.212.450
Todas las edades;16 País Vasco;Total;1 de julio de 2022;2.209.725
Todas las edades;16 País Vasco;Total;1 de abril de 2022;2.207.091
Todas las edades;16 País Vasco;Total;1 de enero de 2022;2.205.826
Todas las edades;16 País Vasco;Total;1 de octubre de 2021;2.204.350
Todas las edades;16 País Vasco;Total;1 de julio de 2021;2.204.196
Todas las edades;16 País Vasco;Total;1 de abril de 2021;2.207.720
Todas las edades;16 País Vasco;Total;1 de enero de 2021;2.212.628
Todas las edades;16 País Vasco;Total;1 de octubre de 2020;""
Todas las edades;16 País Vasco;Total;1 de julio de 2020;2.213.940
Todas las edades;16 País Vasco;Total;1 de abril de 2020;""
Todas las edades;16 País Vasco;Total;1 de enero de 2020;2.211.917
Todas las edades;16 País Vasco;Total;1 de octubre de 2019;""
Todas las edades;16 País Vasco;Total;1 de julio de 2019;2.203.005
Todas las edades;16 País Vasco;Total;1 de abril de 2019;""
Todas las edades;16 País Vasco;Total;1 de enero de 2019;2.197.306
Todas las edades;16 País Vasco;Total;1 de octubre de 2018;""
Todas las edades;16 País Vasco;Total;1 de julio de 2018;2.190.184
Todas las edades;16 País Vasco;Total;1 de abril de 2018;""
Todas las edades;16 País Vasco;Total;1 de enero de 2018;2.187.254
Todas las edades;16 País Vasco;Total;1 de octubre de 2017;""
Todas las edades;16 País Vasco;Total;1 de julio de 2017;2.181.972
Todas las edades;16 País Vasco;Total;1 de abril de 2017;""
Todas las edades;16 País Vasco;Total;1 de enero de 2017;2.179.944
Todas las edades;16 País Vasco;Total;1 de octubre de 2016;""
Todas las edades;16 País Vasco;Total;1 de julio de 2016;2.176.750
Todas las edades;16 País Vasco;Total;1 de abril de 2016;""
Todas las edades;16 País Vasco;Total;1 de enero de 2016;2.174.426
Todas las edades;16 País Vasco;Total;1 de octubre de 2015;""
Todas las edades;16 País Vasco;Total;1 de julio de 2015;2.171.866
Todas las edades;16 País Vasco;Total;1 de abril de 2015;""
Todas las edades;16 País Vasco;Total;1 de enero de 2015;2.172.707
Todas las edades;16 País Vasco;Total;1 de octubre de 2014;""
Todas las edades;16 País Vasco;Total;1 de julio de 2014;2.171.669
Todas las edades;16 País Vasco;Total;1 de abril de 2014;""
Todas las edades;16 País Vasco;Total;1 de enero de 2014;2.172.247
Todas las edades;17 Rioja, La;Total;1 de enero de 2025;326.803
Todas las edades;17 Rioja, La;Total;1 de octubre de 2024;326.139
Todas las edades;17 Rioja, La;Total;1 de julio de 2024;325.215
Todas las edades;17 Rioja, La;Total;1 de abril de 2024;324.609
Todas las edades;17 Rioja, La;Total;1 de enero de 2024;324.184
Todas las edades;17 Rioja, La;Total;1 de octubre de 2023;324.408
Todas las edades;17 Rioja, La;Total;1 de julio de 2023;323.393
Todas las edades;17 Rioja, La;Total;1 de abril de 2023;322.837
Todas las edades;17 Rioja, La;Total;1 de enero de 2023;322.282
Todas las edades;17 Rioja, La;Total;1 de octubre de 2022;321.679
Todas las edades;17 Rioja, La;Total;1 de julio de 2022;320.985
Todas las edades;17 Rioja, La;Total;1 de abril de 2022;320.156
Todas las edades;17 Rioja, La;Total;1 de enero de 2022;319.617
Todas las edades;17 Rioja, La;Total;1 de octubre de 2021;319.621
Todas las edades;17 Rioja, La;Total;1 de julio de 2021;319.231
Todas las edades;17 Rioja, La;Total;1 de abril de 2021;319.457
Todas las edades;17 Rioja, La;Total;1 de enero de 2021;319.444
Todas las edades;17 Rioja, La;Total;1 de octubre de 2020;""
Todas las edades;17 Rioja, La;Total;1 de julio de 2020;319.123
Todas las edades;17 Rioja, La;Total;1 de abril de 2020;""
Todas las edades;17 Rioja, La;Total;1 de enero de 2020;318.703
Todas las edades;17 Rioja, La;Total;1 de octubre de 2019;""
Todas las edades;17 Rioja, La;Total;1 de julio de 2019;317.044
Todas las edades;17 Rioja, La;Total;1 de abril de 2019;""
Todas las edades;17 Rioja, La;Total;1 de enero de 2019;315.967
Todas las edades;17 Rioja, La;Total;1 de octubre de 2018;""
Todas las edades;17 Rioja, La;Total;1 de julio de 2018;314.882
Todas las edades;17 Rioja, La;Total;1 de abril de 2018;""
Todas las edades;17 Rioja, La;Total;1 de enero de 2018;314.890
Todas las edades;17 Rioja, La;Total;1 de octubre de 2017;""
Todas las edades;17 Rioja, La;Total;1 de julio de 2017;314.155
Todas las edades;17 Rioja, La;Total;1 de abril de 2017;""
Todas las edades;17 Rioja, La;Total;1 de enero de 2017;314.136
Todas las edades;17 Rioja, La;Total;1 de octubre de 2016;""
Todas las edades;17 Rioja, La;Total;1 de julio de 2016;314.010
Todas las edades;17 Rioja, La;Total;1 de abril de 2016;""
Todas las edades;17 Rioja, La;Total;1 de enero de 2016;314.025
Todas las edades;17 Rioja, La;Total;1 de octubre de 2015;""
Todas las edades;17 Rioja, La;Total;1 de julio de 2015;313.863
Todas las edades;17 Rioja, La;Total;1 de abril de 2015;""
Todas las edades;17 Rioja, La;Total;1 de enero de 2015;314.457
